timestamp,price
2026-03-26T12:51:14.620396,68611
2026-03-26T12:51:22.043406,68611
2026-03-26T12:51:54.231553,68611
2026-03-26T12:52:14.811944,68594
2026-03-26T12:52:27.249256,68594
2026-03-26T12:52:59.921829,68594
2026-03-26T12:53:15.970675,68579
2026-03-26T12:53:32.770745,68579
2026-03-26T12:54:05.691806,68579
2026-03-26T12:54:16.108174,68572
2026-03-26T12:54:38.433548,68572
2026-03-26T12:55:11.349456,68551
2026-03-26T12:55:16.497870,68551
2026-03-26T12:55:43.907354,68551
2026-03-26T12:56:16.316560,68555
2026-03-26T12:56:17.613868,68555
2026-03-26T12:56:50.308629,68555
2026-03-26T12:57:17.870797,68580
2026-03-26T12:57:23.797373,68580
2026-03-26T12:57:55.967550,68580
2026-03-26T12:58:17.970811,68590
2026-03-26T12:58:28.222316,68590
2026-03-26T12:59:01.417605,68590
2026-03-26T12:59:18.177221,68591
2026-03-26T12:59:33.818308,68591
2026-03-26T13:00:06.355995,68591
2026-03-26T13:00:18.397568,68575
2026-03-26T13:00:39.003197,68575
2026-03-26T13:01:11.209972,68575
2026-03-26T13:01:18.588928,68530
2026-03-26T13:02:14.166043,68530
2026-03-26T13:03:01.857072,68518
2026-03-26T13:03:04.916698,68518
2026-03-26T13:04:02.436831,68509
2026-03-26T18:25:06.089118,68844
2026-03-26T18:25:38.276048,68844
2026-03-26T18:26:10.431675,68844
2026-03-26T18:26:42.612411,68874
2026-03-26T18:27:14.793243,68874
2026-03-26T18:27:47.057379,68888
2026-03-26T18:28:19.338316,68887
2026-03-26T18:28:51.586956,68887
2026-03-26T18:29:23.849060,68876
2026-03-26T18:29:56.200073,68876
2026-03-26T18:30:28.453807,68874
2026-03-26T18:31:00.660536,68874
2026-03-26T18:31:32.911056,68869
2026-03-26T18:32:05.158954,68869
2026-03-26T18:32:37.321994,68863
2026-03-26T18:33:09.526878,68863
2026-03-26T18:33:41.788566,68876
2026-03-26T18:34:13.997319,68876
2026-03-26T18:34:46.197009,68860
2026-03-26T18:35:18.381128,68860
2026-03-26T18:35:50.585442,68862
2026-03-26T18:36:22.833719,68840
2026-03-26T18:36:55.035188,68840
2026-03-26T18:37:27.220939,68839
2026-03-26T18:37:59.405351,68839
2026-03-26T18:38:31.596185,68846
2026-03-26T18:39:03.781661,68846
2026-03-26T18:39:35.970154,68828
2026-03-26T18:40:08.157921,68828
2026-03-26T18:40:40.368506,68832
2026-03-26T18:41:12.554385,68832
2026-03-26T18:41:44.742732,68835
2026-03-26T18:42:17.073823,68835
2026-03-26T18:58:31.877119,68965
2026-03-26T18:59:04.092693,68989
2026-03-26T18:59:36.382862,68990
2026-03-26T19:00:09.103036,68990
2026-03-26T19:00:41.798488,68990
2026-03-26T19:01:14.427545,68990
2026-03-26T19:11:18.261553,69043
2026-03-26T19:11:50.424788,69055
2026-03-26T19:12:22.699554,69055
2026-03-26T19:12:54.953544,69089
2026-03-26T19:13:27.198866,69089
2026-03-26T19:13:59.425449,69063
2026-03-26T19:14:32.139290,69063
2026-03-26T19:15:04.800406,69034
2026-03-26T19:15:37.449585,69034
2026-03-26T19:16:09.645744,69018
2026-03-26T19:16:41.891612,69018
2026-03-26T19:17:14.082672,69013
2026-03-26T19:17:46.376404,68995
2026-03-26T19:18:18.651252,68995
2026-03-26T19:18:50.849653,68964
2026-03-26T19:19:23.102667,68964
2026-03-26T19:19:55.369796,68959
2026-03-26T19:20:27.590199,68959
2026-03-26T19:20:59.849848,68957
2026-03-26T19:21:32.029829,68957
2026-03-26T19:22:04.331029,68942
2026-03-26T19:22:37.124723,68942
2026-03-26T19:23:09.625412,68944
2026-03-26T19:23:42.270517,68944
2026-03-26T19:24:14.463698,68968
2026-03-26T19:24:46.655534,68968
2026-03-26T19:25:18.957301,68962
2026-03-26T19:25:51.249736,68966
2026-03-26T19:26:23.890627,68966
2026-03-26T19:26:56.176658,68950
2026-03-26T19:27:28.492974,68950
2026-03-26T19:28:01.149485,68926
2026-03-26T19:28:33.851200,68926
2026-03-26T19:29:06.535473,68931
2026-03-26T19:29:39.189326,68931
2026-03-26T19:30:11.845308,68956
2026-03-26T19:30:44.520500,68956
2026-03-26T19:31:17.032264,68969
